time,x,y,z,vx,vy,vz,roll,pitch,yaw,wx,wy,wz,aoa,mass
18.990000,1559.305636,-181.394643,2763.759469,113.169126,-13.022695,132.167815,-51.011855,-22.223215,19.952813,0.000000,0.030113,-0.020036,0.098258,99.900000
19.090000,1570.617897,-182.694965,2776.926200,113.065912,-12.979443,131.055978,-50.809281,-22.301005,20.013191,0.000000,0.030536,-0.020241,0.100582,99.900000
19.190000,1581.919875,-183.990970,2789.981843,112.963562,-12.936389,129.946235,-50.603944,-22.378551,20.073206,-0.000000,0.030967,-0.020448,0.102253,99.900000
19.290000,1593.211658,-185.282679,2802.926603,112.862084,-12.893550,128.838543,-50.395848,-22.455805,20.132817,-0.000000,0.031390,-0.020643,0.103312,99.900000
19.390000,1604.493332,-186.570115,2815.760686,112.761480,-12.850935,127.732865,-50.185111,-22.532673,20.191951,0.000000,0.031789,-0.020817,0.103918,99.900000
19.490000,1615.764985,-187.853299,2828.484289,112.661750,-12.808551,126.629165,-49.971930,-22.609038,20.250517,-0.000000,0.032157,-0.020966,0.104308,99.900000
19.590000,1627.026704,-189.132255,2841.097611,112.562885,-12.766398,125.527418,-49.756527,-22.684785,20.308427,0.000000,0.032493,-0.021091,0.104737,99.900000
19.690000,1638.278575,-190.407007,2853.600846,112.464876,-12.724473,124.427601,-49.539103,-22.759821,20.365611,-0.000000,0.032804,-0.021197,0.105438,99.900000
19.790000,1649.520683,-191.677575,2865.994184,112.367704,-12.682766,123.329699,-49.319800,-22.834092,20.422028,0.000000,0.033101,-0.021293,0.106575,99.900000
19.890000,1660.753111,-192.943983,2878.277818,112.271352,-12.641268,122.233699,-49.098677,-22.907584,20.477669,-0.000000,0.033396,-0.021389,0.108227,99.900000
19.990000,1671.975940,-194.206250,2890.451938,112.175801,-12.599969,121.139588,-48.875701,-22.980320,20.532553,-0.000000,0.033703,-0.021494,0.110378,99.900000
20.090000,1683.189249,-195.464395,2902.516731,112.081033,-12.558862,120.047353,-48.650763,-23.052357,20.586724,0.000000,0.034030,-0.021615,0.112932,99.900000
20.190000,1694.393116,-196.718438,2914.472384,111.987033,-12.517940,118.956979,-48.423697,-23.123765,20.640237,0.000000,0.034386,-0.021755,0.115738,99.900000
20.290000,1705.587617,-197.968398,2926.319083,111.893791,-12.477202,117.868446,-48.194311,-23.194620,20.693148,0.000000,0.034770,-0.021915,0.118623,99.900000
20.390000,1716.772828,-199.214291,2938.057010,111.801299,-12.436649,116.781731,-47.962417,-23.264984,20.745503,-0.000000,0.035180,-0.022092,0.121422,99.900000
20.490000,1727.948823,-200.456138,2949.686347,111.709551,-12.396286,115.696807,-47.727861,-23.334901,20.797335,0.000000,0.035611,-0.022280,0.124003,99.900000
20.590000,1739.115677,-201.693958,2961.207271,111.618546,-12.356117,114.613647,-47.490537,-23.404387,20.848655,0.000000,0.036053,-0.022473,0.126290,99.900000
20.690000,1750.273463,-202.927769,2972.619958,111.528281,-12.316148,113.532222,-47.250396,-23.473436,20.899458,0.000000,0.036499,-0.022666,0.128267,99.900000
20.790000,1761.422257,-204.157593,2983.924579,111.438754,-12.276384,112.452504,-47.007445,-23.542018,20.949721,-0.000000,0.036940,-0.022852,0.129974,99.900000
20.890000,1772.562130,-205.383450,2995.121303,111.349963,-12.236830,111.374466,-46.761736,-23.610091,20.999413,0.000000,0.037373,-0.023029,0.131497,99.900000
20.990000,1783.693158,-206.605360,3006.210299,111.261901,-12.197486,110.298083,-46.513348,-23.677605,21.048498,0.000000,0.037794,-0.023195,0.132948,99.900000
21.090000,1794.815412,-207.823346,3017.191731,111.174562,-12.158352,109.223336,-46.262368,-23.744513,21.096941,-0.000000,0.038203,-0.023351,0.134445,99.900000
21.190000,1805.928964,-209.037428,3028.065760,111.087937,-12.119426,108.150205,-46.008874,-23.810778,21.144717,-0.000000,0.038602,-0.023499,0.136095,99.900000
21.290000,1817.033885,-210.247626,3038.832548,111.002016,-12.080705,107.078674,-45.752919,-23.876374,21.191809,0.000000,0.038997,-0.023643,0.137977,99.900000
21.390000,1828.130246,-211.453962,3049.492255,110.916787,-12.042183,106.008727,-45.494519,-23.941294,21.238211,0.000000,0.039393,-0.023786,0.140136,99.900000
21.490000,1839.218114,-212.656454,3060.045038,110.832238,-12.003858,104.940351,-45.233657,-24.005543,21.283930,0.000000,0.039795,-0.023933,0.142575,99.900000
21.590000,1850.297558,-213.855122,3070.491054,110.748360,-11.965723,103.873531,-44.970278,-24.069140,21.328980,0.000000,0.040208,-0.024088,0.145263,99.900000
21.690000,1861.368644,-215.049985,3080.830456,110.665141,-11.927778,102.808253,-44.704298,-24.132112,21.373382,0.000000,0.040634,-0.024251,0.148142,99.900000
21.790000,1872.431437,-216.241062,3091.063400,110.582573,-11.890018,101.744499,-44.435620,-24.194489,21.417157,0.000000,0.041077,-0.024424,0.151136,99.900000
21.890000,1883.486003,-217.428372,3101.190037,110.500649,-11.852445,100.682252,-44.164138,-24.256298,21.460326,0.000000,0.041535,-0.024606,0.154167,99.900000
21.990000,1894.532404,-218.611932,3111.210516,110.419360,-11.815058,99.621493,-43.889754,-24.317565,21.502906,-0.000000,0.042008,-0.024797,0.157163,99.900000
22.090000,1905.570706,-219.791763,3121.124985,110.338703,-11.777859,98.562202,-43.612384,-24.378302,21.544908,0.000000,0.042492,-0.024993,0.160068,99.900000
22.190000,1916.600969,-220.967881,3130.933590,110.258672,-11.740848,97.504358,-43.331967,-24.438517,21.586336,-0.000000,0.042984,-0.025192,0.162850,99.900000
22.290000,1927.623258,-222.140308,3140.636475,110.179263,-11.704029,96.447941,-43.048463,-24.498205,21.627188,-0.000000,0.043480,-0.025392,0.165500,99.900000
22.390000,1938.637634,-223.309061,3150.233783,110.100471,-11.667402,95.392929,-42.761857,-24.557355,21.667457,-0.000000,0.043979,-0.025590,0.168036,99.900000
22.490000,1949.644158,-224.474160,3159.725651,110.022291,-11.630969,94.339304,-42.472154,-24.615950,21.707132,0.000000,0.044476,-0.025785,0.170491,99.900000
22.590000,1960.642891,-225.635625,3169.112219,109.944718,-11.594730,93.287047,-42.179371,-24.673971,21.746201,0.000000,0.044971,-0.025976,0.172913,99.900000
22.690000,1971.633894,-226.793474,3178.393621,109.867746,-11.558685,92.236139,-41.883531,-24.731398,21.784650,-0.000000,0.045463,-0.026163,0.175356,99.900000
22.790000,1982.617227,-227.947728,3187.569993,109.791368,-11.522832,91.186564,-41.584656,-24.788214,21.822471,-0.000000,0.045953,-0.026346,0.177869,99.900000
22.890000,1993.592948,-229.098404,3196.641468,109.715577,-11.487170,90.138308,-41.282761,-24.844404,21.859656,0.000000,0.046442,-0.026527,0.180498,99.900000
22.990000,2004.561117,-230.245524,3205.608175,109.640364,-11.451697,89.091356,-40.977851,-24.899962,21.896201,0.000000,0.046932,-0.026707,0.183273,99.900000
23.090000,2015.521790,-231.389104,3214.470245,109.565724,-11.416410,88.045694,-40.669915,-24.954886,21.932107,-0.000000,0.047426,-0.026888,0.186208,99.900000
23.190000,2026.475024,-232.529164,3223.227807,109.491647,-11.381308,87.001309,-40.358928,-25.009177,21.967377,0.000000,0.047926,-0.027071,0.189305,99.900000
23.290000,2037.420876,-233.665722,3231.880987,109.418126,-11.346388,85.958187,-40.044848,-25.062844,22.002018,0.000000,0.048432,-0.027258,0.192548,99.900000
23.390000,2048.359400,-234.798796,3240.429911,109.345154,-11.311649,84.916314,-39.727627,-25.115896,22.036039,0.000000,0.048948,-0.027450,0.195913,99.900000
23.490000,2059.290651,-235.928404,3248.874703,109.272723,-11.277088,83.875676,-39.407206,-25.168345,22.069449,-0.000000,0.049472,-0.027646,0.199367,99.900000
23.590000,2070.214684,-237.054564,3257.215487,109.200829,-11.242706,82.836259,-39.083525,-25.220202,22.102256,-0.000000,0.050007,-0.027847,0.202873,99.900000
23.690000,2081.131551,-238.177294,3265.452384,109.129464,-11.208501,81.798049,-38.756524,-25.271478,22.134469,-0.000000,0.050550,-0.028053,0.206399,99.900000
23.790000,2092.041306,-239.296611,3273.585513,109.058623,-11.174474,80.761029,-38.426149,-25.322178,22.166095,-0.000000,0.051102,-0.028262,0.209915,99.900000
23.890000,2102.943999,-240.412534,3281.614993,108.988301,-11.140624,79.725184,-38.092354,-25.372308,22.197136,0.000000,0.051661,-0.028473,0.213400,99.900000
23.990000,2113.839684,-241.525080,3289.540941,108.918493,-11.106951,78.690499,-37.755101,-25.421867,22.227597,-0.000000,0.052225,-0.028686,0.216844,99.900000
24.090000,2124.728410,-242.634266,3297.363472,108.849193,-11.073456,77.656958,-37.414364,-25.470854,22.257476,-0.000000,0.052793,-0.028900,0.220243,99.900000
24.190000,2135.610230,-243.740111,3305.082700,108.780396,-11.040138,76.624545,-37.070124,-25.519263,22.286773,-0.000000,0.053364,-0.029112,0.223606,99.900000
24.290000,2146.485192,-244.842632,3312.698737,108.712098,-11.006998,75.593247,-36.722373,-25.567088,22.315485,0.000000,0.053936,-0.029324,0.226947,99.900000
24.390000,2157.353346,-245.941847,3320.211694,108.644293,-10.974033,74.563048,-36.371106,-25.614320,22.343611,-0.000000,0.054510,-0.029534,0.230285,99.900000
24.490000,2168.214742,-247.037773,3327.621680,108.576975,-10.941245,73.533934,-36.016323,-25.660951,22.371148,0.000000,0.055084,-0.029743,0.233643,99.900000
24.590000,2179.069428,-248.130429,3334.928803,108.510139,-10.908631,72.505893,-35.658023,-25.706975,22.398095,-0.000000,0.055659,-0.029950,0.237042,99.900000
24.690000,2189.917452,-249.219831,3342.133169,108.443779,-10.876192,71.478911,-35.296207,-25.752385,22.424451,-0.000000,0.056236,-0.030155,0.240504,99.900000
24.790000,2200.758861,-250.305996,3349.234884,108.377890,-10.843924,70.452976,-34.930869,-25.797178,22.450215,0.000000,0.056814,-0.030360,0.244041,99.900000
24.890000,2211.593702,-251.388943,3356.234053,108.312465,-10.811827,69.428076,-34.562001,-25.841349,22.475391,-0.000000,0.057394,-0.030565,0.247666,99.900000
24.990000,2222.422021,-252.468688,3363.130778,108.247498,-10.779899,68.404199,-34.189589,-25.884900,22.499981,0.000000,0.057978,-0.030770,0.251380,99.900000
25.090000,2233.243864,-253.545247,3369.925160,108.182983,-10.748139,67.381334,-33.813613,-25.927831,22.523989,-0.000000,0.058565,-0.030976,0.255181,99.900000
25.190000,2244.059276,-254.618638,3376.617302,108.118915,-10.716545,66.359470,-33.434049,-25.970145,22.547421,-0.000000,0.059157,-0.031184,0.259062,99.900000
25.290000,2254.868300,-255.688877,3383.207301,108.055288,-10.685116,65.338594,-33.050870,-26.011846,22.570281,-0.000000,0.059754,-0.031393,0.263010,99.900000
25.390000,2265.670982,-256.755980,3389.695257,107.992096,-10.653851,64.318695,-32.664048,-26.052938,22.592576,-0.000000,0.060355,-0.031604,0.267009,99.900000
25.490000,2276.467364,-257.819964,3396.081267,107.929333,-10.622748,63.299763,-32.273551,-26.093425,22.614311,-0.000000,0.060962,-0.031816,0.271043,99.900000
25.590000,2287.257488,-258.880845,3402.365426,107.866996,-10.591807,62.281784,-31.879352,-26.133311,22.635493,0.000000,0.061574,-0.032030,0.275094,99.900000
25.690000,2298.041398,-259.938640,3408.547830,107.805077,-10.561026,61.264747,-31.481424,-26.172599,22.656127,-0.000000,0.062189,-0.032245,0.279147,99.900000
25.790000,2308.819135,-260.993363,3414.628572,107.743573,-10.530406,60.248641,-31.079743,-26.211290,22.676217,-0.000000,0.062809,-0.032460,0.283190,99.900000
25.890000,2319.590739,-262.045031,3420.607745,107.682478,-10.499944,59.233453,-30.674292,-26.249386,22.695768,0.000000,0.063431,-0.032676,0.287211,99.900000
25.990000,2330.356253,-263.093661,3426.485441,107.621787,-10.469640,58.219172,-30.265057,-26.286886,22.714784,0.000000,0.064056,-0.032892,0.291206,99.900000
26.090000,2341.115715,-264.139267,3432.261748,107.561495,-10.439494,57.205786,-29.852030,-26.323789,22.733269,-0.000000,0.064682,-0.033107,0.295171,99.900000
26.190000,2351.869166,-265.181865,3437.936757,107.501598,-10.409504,56.193283,-29.435206,-26.360093,22.751225,-0.000000,0.065309,-0.033320,0.299108,99.900000
26.290000,2362.616645,-266.221472,3443.510555,107.442091,-10.379670,55.181653,-29.014587,-26.395795,22.768656,-0.000000,0.065937,-0.033532,0.303020,99.900000
26.390000,2373.358190,-267.258102,3448.983228,107.382968,-10.349991,54.170884,-28.590176,-26.430891,22.785566,0.000000,0.066564,-0.033742,0.306914,99.900000
26.490000,2384.093840,-268.291771,3454.354863,107.324224,-10.320465,53.160965,-28.161982,-26.465378,22.801957,0.000000,0.067190,-0.033950,0.310795,99.900000
26.590000,2394.823633,-269.322495,3459.625544,107.265855,-10.291091,52.151887,-27.730012,-26.499253,22.817832,0.000000,0.067816,-0.034155,0.314671,99.900000
26.690000,2405.547605,-270.350288,3464.795355,107.207855,-10.261868,51.143639,-27.294278,-26.532513,22.833197,0.000000,0.068441,-0.034359,0.318548,99.900000
26.790000,2416.265794,-271.375165,3469.864378,107.150220,-10.232795,50.136210,-26.854790,-26.565156,22.848055,0.000000,0.069064,-0.034560,0.322431,99.900000
26.890000,2426.978236,-272.397141,3474.832695,107.092943,-10.203870,49.129592,-26.411560,-26.597181,22.862411,-0.000000,0.069686,-0.034760,0.326324,99.900000
26.990000,2437.684966,-273.416232,3479.700385,107.036021,-10.175092,48.123775,-25.964597,-26.628585,22.876271,-0.000000,0.070308,-0.034957,0.330226,99.900000
27.090000,2448.386019,-274.432452,3484.467530,106.979447,-10.146459,47.118750,-25.513913,-26.659368,22.889640,-0.000000,0.070928,-0.035153,0.334137,99.900000
27.190000,2459.081431,-275.445814,3489.134208,106.923217,-10.117970,46.114506,-25.059516,-26.689532,22.902524,0.000000,0.071547,-0.035347,0.338051,99.900000
27.290000,2469.771235,-276.456335,3493.700496,106.867325,-10.089623,45.111037,-24.601417,-26.719075,22.914931,-0.000000,0.072165,-0.035539,0.341963,99.900000
27.390000,2480.455464,-277.464026,3498.166472,106.811767,-10.061417,44.108331,-24.139626,-26.748001,22.926867,0.000000,0.072782,-0.035730,0.345864,99.900000
27.490000,2491.134153,-278.468904,3502.532211,106.756538,-10.033350,43.106381,-23.674152,-26.776309,22.938340,0.000000,0.073398,-0.035919,0.349744,99.900000
27.590000,2501.807333,-279.470981,3506.797789,106.701632,-10.005421,42.105178,-23.205009,-26.804001,22.949356,-0.000000,0.074012,-0.036106,0.353594,99.900000
27.690000,2512.475037,-280.470271,3510.963280,106.647044,-9.977629,41.104712,-22.732210,-26.831078,22.959922,0.000000,0.074624,-0.036291,0.357401,99.900000
27.790000,2523.137297,-281.466789,3515.028757,106.592769
